ID,adj.P.val,P.Value,t,B,logFC,Gene.Symbol,Gene.Function,,,
TC08000167.hg.1,1,0.927067,9.19E-02,-5.6127,BMP1,bone morphogenetic protein 1,,,,
TC02000036.hg.1,1,0.927068,9.19E-02,-5.6127,LOC100506274,uncharacterized LOC100506274,,,,
TC03001958.hg.1,1,0.927086,9.18E-02,-5.6127,B3GALNT1,beta-1,3-N-acetylgalactosaminyltransferase 1 (globoside blood group),,,
TC02000997.hg.1,1,0.927107,-9.18E-02,-5.6127,MIR4774,microRNA 4774,,,,
TC10000137.hg.1,1,0.927144,9.18E-02,-5.6127,SLC39A12,solute carrier family 39 (zinc transporter), member 12,,,
TC02002908.hg.1,1,0.92716,-9.18E-02,-5.6127,RAB17,RAB17, member RAS oncogene family,,,
TC12001303.hg.1,1,0.927196,-9.17E-02,-5.6127,KIAA0528,KIAA0528,,,,
TC01000246.hg.1,1,0.927206,-9.17E-02,-5.6127,PQLC2,PQ loop repeat containing 2,,,,
TC02000080.hg.1,1,0.927208,9.17E-02,-5.6127,LOC100506457,uncharacterized LOC100506457,,,,
TC16000932.hg.1,1,0.927299,9.16E-02,-5.6127,DNAH3,dynein, axonemal, heavy chain 3,,
TC02005028.hg.1,1,0.927309,-9.16E-02,-5.6127,PPP3R1,protein phosphatase 3, regulatory subunit B, alpha,,
TC16000631.hg.1,1,0.92739,9.15E-02,-5.6127,WWOX,WW domain containing oxidoreductase,,,,
TC03001771.hg.1,1,0.927443,-9.14E-02,-5.6127,MBD4,methyl-CpG binding domain protein 4,,,,
TC11000096.hg.1,1,0.927483,-9.13E-02,-5.6128,OR52I1,olfactory receptor, family 52, subfamily I, member 1,
TC03000703.hg.1,1,0.927603,9.12E-02,-5.6128,COL6A4P2,collagen, type VI, alpha 4 pseudogene 2,,
TC04001061.hg.1,1,0.92761,-9.12E-02,-5.6128,TAPT1,transmembrane anterior posterior transformation 1,,,,
TC19000754.hg.1,1,0.927621,-9.12E-02,-5.6128,FLJ26850,FLJ26850 protein,,,,
TC11001231.hg.1,1,0.927769,9.10E-02,-5.6128,SIGIRR,single immunoglobulin and toll-interleukin 1 receptor (TIR) domain,,,,
TC12001626.hg.1,1,0.92778,-9.10E-02,-5.6128,MIR616,microRNA 616,,,,
TC17002890.hg.1,1,0.927833,-9.09E-02,-5.6128,PLD6,phospholipase D family, member 6,,,
TC06002034.hg.1,1,0.927851,9.09E-02,-5.6128,LOC285758,uncharacterized LOC285758,,,,
TC19002646.hg.1,1,0.927904,9.08E-02,-5.6128,PRMT1,protein arginine methyltransferase 1,,,,
TC12000158.hg.1,1,0.927918,-9.08E-02,-5.6128,C12orf59,chromosome 12 open reading frame 59,,,,
TC05001112.hg.1,1,0.927936,9.08E-02,-5.6128,SDHAP3,succinate dehydrogenase complex, subunit A, flavoprotein pseudogene 3,,
TC01000353.hg.1,1,0.928007,-9.07E-02,-5.6128,SFN,stratifin,,,,
TC01006316.hg.1,1,0.928072,-9.06E-02,-5.6128,ZBTB8A,zinc finger and BTB domain containing 8A,,,,
TC10002947.hg.1,1,0.928076,-9.06E-02,-5.6128,C10orf32,chromosome 10 open reading frame 32,,,,
TC02004958.hg.1,1,0.928143,-9.05E-02,-5.6128,LOC100505876,uncharacterized LOC100505876,,,,
TC11001384.hg.1,1,0.928145,-9.05E-02,-5.6128,RIC3,resistance to inhibitors of cholinesterase 3 homolog (C. elegans),,,,
TC14001008.hg.1,1,0.928213,9.04E-02,-5.6128,MIR624,microRNA 624,,,,
TC11000311.hg.1,1,0.928224,9.04E-02,-5.6128,QSER1,glutamine and serine rich 1,,,,
TC02000082.hg.1,1,0.928227,-9.04E-02,-5.6128,TRIB2,tribbles homolog 2 (Drosophila),,,,
TC03001908.hg.1,1,0.928237,-9.04E-02,-5.6128,IGSF10,immunoglobulin superfamily, member 10,,,
TC16000514.hg.1,1,0.928246,-9.04E-02,-5.6128,CDH5,cadherin 5, type 2 (vascular endothelium),,,
TC22000530.hg.1,1,0.92835,-9.03E-02,-5.6128,MIR649,microRNA 649,,,,
TC06000188.hg.1,1,0.928361,9.02E-02,-5.6128,BTN3A3,butyrophilin, subfamily 3, member A3,,
TC01001227.hg.1,1,0.92845,9.01E-02,-5.6128,CRCT1,cysteine-rich C-terminal 1,,,,
TC14001534.hg.1,1,0.928459,-9.01E-02,-5.6128,CDC42BPB,CDC42 binding protein kinase beta (DMPK-like),,,,
TC01002326.hg.1,1,0.928464,-9.01E-02,-5.6128,RAP1GAP,RAP1 GTPase activating protein,,,,
TC15000631.hg.1,1,0.928474,9.01E-02,-5.6129,MIR548H4,microRNA 548h-4,,,,
TC17001689.hg.1,1,0.928508,9.01E-02,-5.6129,CHAD,chondroadherin,,,,
TC10001614.hg.1,1,0.928516,9.00E-02,-5.6129,KCNIP2,Kv channel interacting protein 2,,,,
TC08001128.hg.1,1,0.928517,-9.00E-02,-5.6129,LOC100507403,uncharacterized LOC100507403,,,,
TC0X000637.hg.1,1,0.928622,-8.99E-02,-5.6129,LOC100506757,uncharacterized LOC100506757,,,,
TC12000491.hg.1,1,0.928811,-8.97E-02,-5.6129,ORMDL2,ORM1-like 2 (S. cerevisiae),,,,
TC01001596.hg.1,1,0.928821,-8.97E-02,-5.6129,SWT1,SWT1 RNA endoribonuclease homolog (S. cerevisiae),,,,
TC01002271.hg.1,1,0.92883,-8.96E-02,-5.6129,NBPF1,neuroblastoma breakpoint family, member 1,,,
TC10001173.hg.1,1,0.928878,8.96E-02,-5.6129,CUL2,cullin 2,,,,
TC08001087.hg.1,1,0.928903,8.96E-02,-5.6129,SCARA5,scavenger receptor class A, member 5 (putative),,,
TC0X000511.hg.1,1,0.928931,-8.95E-02,-5.6129,IL1RAPL2,interleukin 1 receptor accessory protein-like 2,,,,
TC11000736.hg.1,1,0.928969,-8.95E-02,-5.6129,KRTAP5-8,keratin associated protein 5-8,,,,
TC19000004.hg.1,1,0.929003,8.94E-02,-5.6129,MADCAM1,mucosal vascular addressin cell adhesion molecule 1,,,,
TC05000234.hg.1,1,0.929032,8.94E-02,-5.6129,SKIV2L2,superkiller viralicidic activity 2-like 2 (S. cerevisiae),,,,
TC6_mann_hap4000156.hg.1,1,0.92907,8.93E-02,-5.6129,C6orf10,chromosome 6 open reading frame 10,,,,
TC15001806.hg.1,1,0.929094,8.93E-02,-5.6129,KLHL25,kelch-like 25 (Drosophila),,,,
TC05001419.hg.1,1,0.929111,-8.93E-02,-5.6129,CD180,CD180 molecule,,,,
TC14001159.hg.1,1,0.929139,8.93E-02,-5.6129,ATG14,ATG14 autophagy related 14 homolog (S. cerevisiae),,,,
TC07001821.hg.1,1,0.92917,-8.92E-02,-5.6129,NDUFA5,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex,5, 13kDa,,
TC22000722.hg.1,1,0.929244,8.91E-02,-5.6129,IL2RB,interleukin 2 receptor, beta,,,
TC0X002300.hg.1,1,0.929247,-8.91E-02,-5.6129,TSPAN7,tetraspanin 7,,,,
TC0X000733.hg.1,1,0.929276,8.91E-02,-5.6129,PRRG3,proline rich Gla (G-carboxyglutamic acid) 3 (transmembrane),,,,
TC09001063.hg.1,1,0.92928,8.91E-02,-5.6129,SPAG8,sperm associated antigen 8,,,,
TC05000253.hg.1,1,0.929301,8.91E-02,-5.6129,GAPT,GRB2-binding adaptor protein, transmembrane,,,
TC11000252.hg.1,1,0.929316,8.90E-02,-5.6129,NAV2,neuron navigator 2,,,,
TC01003767.hg.1,1,0.929322,-8.90E-02,-5.6129,FAIM3,Fas apoptotic inhibitory molecule 3,,,,
TC19001910.hg.1,1,0.92944,8.89E-02,-5.6129,ZNF606,zinc finger protein 606,,,,
TC19001339.hg.1,1,0.929471,-8.88E-02,-5.6129,LOC284440,uncharacterized LOC284440,,,,
TC19001047.hg.1,1,0.929473,8.88E-02,-5.613,C19orf29,chromosome 19 open reading frame 29,,,,
TC12003291.hg.1,1,0.929693,8.86E-02,-5.613,SSPN,sarcospan (Kras oncogene-associated gene),,,,
TC15000321.hg.1,1,0.929738,8.85E-02,-5.613,HAUS2,HAUS augmin-like complex, subunit 2,,,
TC16000176.hg.1,1,0.929759,-8.85E-02,-5.613,BFAR,bifunctional apoptosis regulator,,,,
TC02001441.hg.1,1,0.929787,-8.84E-02,-5.613,MLPH,melanophilin,,,,
TC12003220.hg.1,1,0.929793,-8.84E-02,-5.613,MYO1A,myosin IA,,,,
TC06001586.hg.1,1,0.929817,-8.84E-02,-5.613,DAXX,death-domain associated protein,,,,
TC06000412.hg.1,1,0.929825,-8.84E-02,-5.613,SLC39A7,solute carrier family 39 (zinc transporter), member 7,,,
TC22000252.hg.1,1,0.929846,8.84E-02,-5.613,LOC100506195,uncharacterized LOC100506195,,,,
TC10000657.hg.1,1,0.929927,8.83E-02,-5.613,5-Mar,membrane-associated ring finger (C3HC4) 5,,,,
TC01002264.hg.1,1,0.929927,-8.83E-02,-5.613,CROCCP3,ciliary rootlet coiled-coil, rootletin pseudogene 3,,,
TC08001229.hg.1,1,0.929959,-8.82E-02,-5.613,MOS,v-mos Moloney murine sarcoma viral oncogene homolog,,,,
TC01003123.hg.1,1,0.929991,8.82E-02,-5.613,LOC728989,phosphodiesterase 4D interacting protein pseudogene,,,,
TC0X001500.hg.1,1,0.930002,8.82E-02,-5.613,MIR105-2,microRNA 105-2,,,,
TC01000678.hg.1,1,0.930004,8.82E-02,-5.613,MIR4422,microRNA 4422,,,,
TC01000076.hg.1,1,0.930036,-8.81E-02,-5.613,LOC728716,uncharacterized LOC728716,,,,
TC05000917.hg.1,1,0.930053,-8.81E-02,-5.613,WWC1,WW and C2 domain containing 1,,,,
TC16000490.hg.1,1,0.930064,-8.81E-02,-5.613,COQ9,coenzyme Q9 homolog (S. cerevisiae),,,,
TC03000096.hg.1,1,0.930105,-8.80E-02,-5.613,EAF1,ELL associated factor 1,,,,
TC19001835.hg.1,1,0.93017,8.80E-02,-5.613,LENG1,leukocyte receptor cluster (LRC) member 1,,,,
TC0X001312.hg.1,1,0.930219,-8.79E-02,-5.613,6-Sep,septin 6,,,,
TC16000014.hg.1,1,0.930221,-8.79E-02,-5.613,RAB11FIP3,RAB11 family interacting protein 3 (class II),,,,
TC16001288.hg.1,1,0.93023,-8.79E-02,-5.613,ADAMTS18,ADAM metallopeptidase with thrombospondin type 1 motif,18,,,
TC09000574.hg.1,1,0.930233,-8.79E-02,-5.613,BSPRY,B-box and SPRY domain containing,,,,
TC03001255.hg.1,1,0.930239,8.79E-02,-5.613,SLC4A7,solute carrier family 4, sodium bicarbonate cotransporter, member 7,,
TC01000392.hg.1,1,0.93036,-8.77E-02,-5.613,OPRD1,opioid receptor, delta 1,,,
TC17000518.hg.1,1,0.930362,8.77E-02,-5.613,KLHL10,kelch-like 10 (Drosophila),,,,
TC12003243.hg.1,1,0.930367,-8.77E-02,-5.613,ERBB3,v-erb-b2 erythroblastic leukemia viral oncogene homolog 3 (avian),,,,
TC17000572.hg.1,1,0.93042,-8.76E-02,-5.613,C17orf104,chromosome 17 open reading frame 104,,,,
TC04000685.hg.1,1,0.930451,8.76E-02,-5.613,RAB33B,RAB33B, member RAS oncogene family,,,
TC01002179.hg.1,1,0.930517,8.75E-02,-5.6131,SLC2A5,solute carrier family 2 (facilitated glucose/fructose transporter), member 5,,,
TC05000811.hg.1,1,0.930579,8.74E-02,-5.6131,SPINK9,serine peptidase inhibitor, Kazal type 9,,,
TC01003005.hg.1,1,0.930622,8.74E-02,-5.6131,RSBN1,round spermatid basic protein 1,,,,
TC22000367.hg.1,1,0.930644,8.74E-02,-5.6131,MPPED1,metallophosphoesterase domain containing 1,,,,
TC17000354.hg.1,1,0.93066,-8.73E-02,-5.6131,SUZ12P,suppressor of zeste 12 homolog pseudogene,,,,
TC06002292.hg.1,1,0.930694,8.73E-02,-5.6131,CAHM,colon adenocarcinoma hypermethylated (non-protein coding),,,,
TC18000167.hg.1,1,0.930717,8.73E-02,-5.6131,C18orf25,chromosome 18 open reading frame 25,,,,
TC12000463.hg.1,1,0.930729,8.72E-02,-5.6131,MIR148B,microRNA 148b,,,,
TC14000593.hg.1,1,0.93076,8.72E-02,-5.6131,GLRX5,glutaredoxin 5,,,,
TC20000358.hg.1,1,0.930789,8.72E-02,-5.6131,SNX21,sorting nexin family member 21,,,,
TC17001410.hg.1,1,0.930841,-8.71E-02,-5.6131,HNF1B,HNF1 homeobox B,,,,
TC09001615.hg.1,1,0.930891,8.70E-02,-5.6131,ST6GALNAC4,ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 4,
TC6_mcf_hap5000185.hg.1,1,0.930901,8.70E-02,-5.6131,DAXX,death-domain associated protein,,,,
TC19001184.hg.1,1,0.930912,-8.70E-02,-5.6131,CCDC151,coiled-coil domain containing 151,,,,
TC18000246.hg.1,1,0.930925,-8.70E-02,-5.6131,C18orf55,chromosome 18 open reading frame 55,,,,
TC12000993.hg.1,1,0.930965,8.69E-02,-5.6131,ATP6V0A2,ATPase, H+ transporting, lysosomal V0 subunit a2,,
TC06002157.hg.1,1,0.930966,-8.69E-02,-5.6131,PERP,PERP, TP53 apoptosis effector,,,
TC0X000424.hg.1,1,0.930982,8.69E-02,-5.6131,ATP7A,ATPase, Cu++ transporting, alpha polypeptide,,
TC17000568.hg.1,1,0.931037,8.69E-02,-5.6131,RUNDC3A,RUN domain containing 3A,,,,
TC10001315.hg.1,1,0.931042,-8.69E-02,-5.6131,SLC16A9,solute carrier family 16, member 9 (monocarboxylic acid transporter 9),,,
TC04000073.hg.1,1,0.9311,8.68E-02,-5.6131,CNO,cappuccino homolog (mouse),,,,
TC15002005.hg.1,1,0.931102,-8.68E-02,-5.6131,CHSY1,chondroitin sulfate synthase 1,,,,
TC02000240.hg.1,1,0.931106,-8.68E-02,-5.6131,FAM82A1,family with sequence similarity 82, member A1,,,
TC09000411.hg.1,1,0.93111,8.68E-02,-5.6131,SPIN1,spindlin 1,,,,
TC19001340.hg.1,1,0.931121,-8.68E-02,-5.6131,ZNF506,zinc finger protein 506,,,,
TC02001941.hg.1,1,0.931122,-8.68E-02,-5.6131,CNRIP1,cannabinoid receptor interacting protein 1,,,,
TC09000008.hg.1,1,0.931132,8.67E-02,-5.6131,DMRT1,doublesex and mab-3 related transcription factor 1,,,,
TC11001854.hg.1,1,0.931223,8.66E-02,-5.6131,SYT7,synaptotagmin VII,,,,
TC05001223.hg.1,1,0.931357,-8.65E-02,-5.6131,DROSHA,drosha, ribonuclease type III,,,
TC04000178.hg.1,1,0.931382,-8.64E-02,-5.6131,SLC34A2,solute carrier family 34 (sodium phosphate), member 2,,,
TC11000387.hg.1,1,0.931396,8.64E-02,-5.6131,SLC35C1,solute carrier family 35, member C1,,,
TC01002975.hg.1,1,0.931428,-8.64E-02,-5.6131,KCNA2,potassium voltage-gated channel, shaker-related subfamily, member 2,,
TC06001785.hg.1,1,0.931459,-8.63E-02,-5.6131,CRISP3,cysteine-rich secretory protein 3,,,,
TC14000579.hg.1,1,0.931474,-8.63E-02,-5.6131,FAM181A,family with sequence similarity 181, member A,,,
TC07001073.hg.1,1,0.931497,8.63E-02,-5.6131,PDGFA,platelet-derived growth factor alpha polypeptide,,,,
TC15000157.hg.1,1,0.931509,8.63E-02,-5.6131,GOLGA8J,golgin A8 family, member J,,,
TC13000871.hg.1,1,0.931535,8.62E-02,-5.6132,IRS2,insulin receptor substrate 2,,,,
TC14002309.hg.1,1,0.931573,8.62E-02,-5.6132,SERPINA3,serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 3,
TC01002610.hg.1,1,0.931582,-8.62E-02,-5.6132,CCDC163P,coiled-coil domain containing 163, pseudogene,,,
TC09001408.hg.1,1,0.931621,-8.61E-02,-5.6132,ANKS6,ankyrin repeat and sterile alpha motif domain containing 6,,,,
TC11001352.hg.1,1,0.931627,-8.61E-02,-5.6132,OR52B2,olfactory receptor, family 52, subfamily B, member 2,
TC09000565.hg.1,1,0.931666,-8.61E-02,-5.6132,HSDL2,hydroxysteroid dehydrogenase like 2,,,,
TC01000582.hg.1,1,0.93171,8.60E-02,-5.6132,RAD54L,RAD54-like (S. cerevisiae),,,,
TC10001721.hg.1,1,0.931722,-8.60E-02,-5.6132,CPXM2,carboxypeptidase X (M14 family), member 2,,,
TC15000362.hg.1,1,0.931739,8.60E-02,-5.6132,PLDN,pallidin homolog (mouse),,,,
TC07000569.hg.1,1,0.931803,-8.59E-02,-5.6132,ASB4,ankyrin repeat and SOCS box containing 4,,,,
TC20000672.hg.1,1,0.931924,-8.57E-02,-5.6132,HSPC072,uncharacterized LOC29075,,,,
TC11000954.hg.1,1,0.931933,8.57E-02,-5.6132,YAP1,Yes-associated protein 1,,,,
TC19000343.hg.1,1,0.93213,8.55E-02,-5.6132,B3GNT3,UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3,,,
TC05000254.hg.1,1,0.93213,-8.55E-02,-5.6132,RAB3C,RAB3C, member RAS oncogene family,,,
TC10000862.hg.1,1,0.932161,8.54E-02,-5.6132,NANOS1,nanos homolog 1 (Drosophila),,,,
TC05000066.hg.1,1,0.932265,-8.53E-02,-5.6132,LOC100505806,uncharacterized LOC100505806,,,,
TC19000569.hg.1,1,0.932318,8.52E-02,-5.6132,CYP2G1P,cytochrome P450, family 2, subfamily G, polypeptide 1 pseudogene,
TC14001270.hg.1,1,0.932339,-8.52E-02,-5.6132,ADAM20,ADAM metallopeptidase domain 20,,,,
TC12000535.hg.1,1,0.932351,-8.52E-02,-5.6132,PIP4K2C,phosphatidylinositol-5-phosphate 4-kinase, type II, gamma,,
TC09000561.hg.1,1,0.932437,8.51E-02,-5.6132,MIR4668,microRNA 4668,,,,
TC02001087.hg.1,1,0.932459,8.51E-02,-5.6132,PPP1R1C,protein phosphatase 1, regulatory (inhibitor) subunit 1C,,,
TC06001559.hg.1,1,0.932503,8.50E-02,-5.6132,FKBPL,FK506 binding protein like,,,,
TC12001528.hg.1,1,0.932546,8.50E-02,-5.6132,KRT74,keratin 74,,,,
TC12001427.hg.1,1,0.932551,-8.49E-02,-5.6132,SLC38A2,solute carrier family 38, member 2,,,
TC02000094.hg.1,1,0.93262,8.49E-02,-5.6133,MYCN,v-myc myelocytomatosis viral related oncogene, neuroblastoma derived (avian),,,
TC09000850.hg.1,1,0.932641,8.48E-02,-5.6133,MRPL41,mitochondrial ribosomal protein L41,,,,
TC01000052.hg.1,1,0.9327,8.48E-02,-5.6133,CALML6,calmodulin-like 6,,,,
TC12003260.hg.1,1,0.932705,-8.48E-02,-5.6133,WDR66,WD repeat domain 66,,,,
TC09000322.hg.1,1,0.932708,-8.47E-02,-5.6133,C9orf135,chromosome 9 open reading frame 135,,,,
TC02001676.hg.1,1,0.93273,8.47E-02,-5.6133,C2orf53,chromosome 2 open reading frame 53,,,,
TC02002019.hg.1,1,0.932734,-8.47E-02,-5.6133,REG3A,regenerating islet-derived 3 alpha,,,,
TC03000747.hg.1,1,0.932737,8.47E-02,-5.6133,C3orf72,chromosome 3 open reading frame 72,,,,
TC08000746.hg.1,1,0.932765,8.47E-02,-5.6133,PCAT1,prostate cancer associated transcript 1 (non-protein coding),,,,
TC05001935.hg.1,1,0.932773,-8.47E-02,-5.6133,ARSI,arylsulfatase family, member I,,,
TC03001027.hg.1,1,0.932782,-8.47E-02,-5.6133,ADIPOQ,adiponectin, C1Q and collagen domain containing,,,
TC07000756.hg.1,1,0.932853,-8.46E-02,-5.6133,LOC100506664,uncharacterized LOC100506664,,,,
TC04000155.hg.1,1,0.932884,8.45E-02,-5.6133,NCAPG,non-SMC condensin I complex, subunit G,,,
TC02001803.hg.1,1,0.932936,8.45E-02,-5.6133,LOC100506108,uncharacterized LOC100506108,,,,
TC16000088.hg.1,1,0.933049,-8.43E-02,-5.6133,FLYWCH2,FLYWCH family member 2,,,,
TC15000324.hg.1,1,0.933167,8.42E-02,-5.6133,TMEM62,transmembrane protein 62,,,,
TC20000462.hg.1,1,0.933188,-8.41E-02,-5.6133,MGC4294,uncharacterized MGC4294,,,,
TC01002727.hg.1,1,0.933202,-8.41E-02,-5.6133,DOCK7,dedicator of cytokinesis 7,,,,
TC17000155.hg.1,1,0.933274,8.40E-02,-5.6133,MAP2K4,mitogen-activated protein kinase kinase 4,,,,
TC01000023.hg.1,1,0.933286,8.40E-02,-5.6133,ISG15,ISG15 ubiquitin-like modifier,,,,
TC17001912.hg.1,1,0.933311,-8.40E-02,-5.6133,LOC100131096,uncharacterized LOC100131096,,,,
TC03000480.hg.1,1,0.933336,8.40E-02,-5.6133,CRYBG3,beta-gamma crystallin domain containing 3,,,,
TC19001445.hg.1,1,0.933337,-8.40E-02,-5.6133,DMKN,dermokine,,,,
TC04000441.hg.1,1,0.933345,8.39E-02,-5.6133,LOC100505875,uncharacterized LOC100505875,,,,
TC07001936.hg.1,1,0.933416,8.39E-02,-5.6133,MOXD2P,monooxygenase, DBH-like 2, pseudogene,,
TC11000935.hg.1,1,0.933427,-8.38E-02,-5.6133,MIR1260B,microRNA 1260b,,,,
TC10001090.hg.1,1,0.933451,8.38E-02,-5.6133,C10orf113,chromosome 10 open reading frame 113,,,,
TC19000728.hg.1,1,0.93352,-8.37E-02,-5.6133,TRPM4,transient receptor potential cation channel, subfamily M, member 4,,
TC01000909.hg.1,1,0.933606,8.36E-02,-5.6133,S1PR1,sphingosine-1-phosphate receptor 1,,,,
TC02001678.hg.1,1,0.933638,-8.36E-02,-5.6134,SLC30A3,solute carrier family 30 (zinc transporter), member 3,,,
TC0X000137.hg.1,1,0.933653,8.36E-02,-5.6134,MAGEB2,melanoma antigen family B,2,,,
TC01002019.hg.1,1,0.933682,-8.35E-02,-5.6134,OR2L13,olfactory receptor, family 2, subfamily L, member 13,
TC12001886.hg.1,1,0.933791,-8.34E-02,-5.6134,CCDC53,coiled-coil domain containing 53,,,,
TC02002033.hg.1,1,0.933845,-8.33E-02,-5.6134,SUCLG1,succinate-CoA ligase, alpha subunit,,,
TC11000344.hg.1,1,0.933848,8.33E-02,-5.6134,MIR3973,microRNA 3973,,,,
TC05001976.hg.1,1,0.933914,-8.32E-02,-5.6134,TIMD4,T-cell immunoglobulin and mucin domain containing 4,,,,
TC05000538.hg.1,1,0.93393,8.32E-02,-5.6134,YTHDC2,YTH domain containing 2,,,,
TC20000457.hg.1,1,0.933938,-8.32E-02,-5.6134,RAB22A,RAB22A, member RAS oncogene family,,,
TC16000621.hg.1,1,0.933978,8.31E-02,-5.6134,TERF2IP,telomeric repeat binding factor 2, interacting protein,,,
TC08000856.hg.1,1,0.934017,8.31E-02,-5.6134,GPT,glutamic-pyruvate transaminase (alanine aminotransferase),,,,
TC11000348.hg.1,1,0.934036,8.31E-02,-5.6134,C11orf74,chromosome 11 open reading frame 74,,,,
TC16002055.hg.1,1,0.934048,-8.31E-02,-5.6134,DUS2L,dihydrouridine synthase 2-like, SMM1 homolog (S. cerevisiae),,,
TC09001731.hg.1,1,0.934069,-8.30E-02,-5.6134,INPP5E,inositol polyphosphate-5-phosphatase, 72 kDa,,,
TC0X000593.hg.1,1,0.934077,-8.30E-02,-5.6134,ZBTB33,zinc finger and BTB domain containing 33,,,,
TC14002345.hg.1,1,0.934093,-8.30E-02,-5.6134,LOC100506499,uncharacterized LOC100506499,,,,
TC6_dbb_hap3000017.hg.1,1,0.934118,-8.30E-02,-5.6134,LOC554223,histocompatibility antigen-related,,,,
TC6_mcf_hap5000016.hg.1,1,0.934118,-8.30E-02,-5.6134,LOC554223,histocompatibility antigen-related,,,,
TC02001388.hg.1,1,0.934119,8.30E-02,-5.6134,ARMC9,armadillo repeat containing 9,,,,
TC01002717.hg.1,1,0.934124,-8.30E-02,-5.6134,CYP2J2,cytochrome P450, family 2, subfamily J, polypeptide 2,
TC05001553.hg.1,1,0.93415,-8.29E-02,-5.6134,TMEM167A,transmembrane protein 167A,,,,
TC02001960.hg.1,1,0.93416,-8.29E-02,-5.6134,SNRPG,small nuclear ribonucleoprotein polypeptide G,,,,
TC04000046.hg.1,1,0.934174,-8.29E-02,-5.6134,RGS12,regulator of G-protein signaling 12,,,,
TC14000758.hg.1,1,0.934196,8.29E-02,-5.6134,MIR541,microRNA 541,,,,
TC10001768.hg.1,1,0.934198,-8.29E-02,-5.6134,FLJ46300,FLJ46300 protein,,,,
TC22000261.hg.1,1,0.934285,-8.28E-02,-5.6134,RASD2,RASD family, member 2,,,
TC19000643.hg.1,1,0.934323,8.27E-02,-5.6134,BLOC1S3,biogenesis of lysosomal organelles complex-1, subunit 3,,,
TC20000577.hg.1,1,0.934344,-8.27E-02,-5.6134,SPEF1,sperm flagellar 1,,,,
TC03001167.hg.1,1,0.934348,-8.27E-02,-5.6134,TAMM41,TAM41, mitochondrial translocator assembly and maintenance protein, homolog (S. cerevisiae),,
TC14000195.hg.1,1,0.934412,8.26E-02,-5.6134,SCFD1,sec1 family domain containing 1,,,,
TC17001772.hg.1,1,0.934416,-8.26E-02,-5.6134,MED13,mediator complex subunit 13,,,,
TC18000006.hg.1,1,0.934452,8.25E-02,-5.6134,TYMS,thymidylate synthetase,,,,
TC12001548.hg.1,1,0.934465,8.25E-02,-5.6134,SP7,Sp7 transcription factor,,,,
TC05001819.hg.1,1,0.934487,8.25E-02,-5.6134,HNRNPA0,heterogeneous nuclear ribonucleoprotein A0,,,,
TC16000045.hg.1,1,0.93449,-8.25E-02,-5.6134,MAPK8IP3,mitogen-activated protein kinase 8 interacting protein 3,,,,
TC09001170.hg.1,1,0.93455,-8.24E-02,-5.6134,CBWD6,COBW domain containing 6,,,,
TC13000021.hg.1,1,0.934591,8.24E-02,-5.6134,ZMYM2,zinc finger, MYM-type 2,,,
TC20000774.hg.1,1,0.934595,8.24E-02,-5.6134,PXMP4,peroxisomal membrane protein 4, 24kDa,,,
TC22001493.hg.1,1,0.934597,-8.24E-02,-5.6134,CSNK1E,casein kinase 1, epsilon,,,
TC08001580.hg.1,1,0.934718,-8.22E-02,-5.6135,MIR4663,microRNA 4663,,,,
TC17000532.hg.1,1,0.934767,8.21E-02,-5.6135,TUBG2,tubulin, gamma 2,,,
TC07000391.hg.1,1,0.934771,-8.21E-02,-5.6135,INTS4L1,integrator complex subunit 4-like 1,,,,
TC02000058.hg.1,1,0.934838,8.21E-02,-5.6135,C2orf48,chromosome 2 open reading frame 48,,,,
TC17000005.hg.1,1,0.934849,8.20E-02,-5.6135,RNMTL1,RNA methyltransferase like 1,,,,
TC16000487.hg.1,1,0.934853,-8.20E-02,-5.6135,CCL22,chemokine (C-C motif) ligand 22,,,,
TC16000702.hg.1,1,0.934906,-8.20E-02,-5.6135,C16orf55,chromosome 16 open reading frame 55,,,,
TC19000138.hg.1,1,0.934927,-8.19E-02,-5.6135,EVI5L,ecotropic viral integration site 5-like,,,,
TC19001615.hg.1,1,0.934935,-8.19E-02,-5.6135,TRAPPC6A,trafficking protein particle complex 6A,,,,
TC11000549.hg.1,1,0.934996,-8.19E-02,-5.6135,SCGB1D2,secretoglobin, family 1D, member 2,,
TC11000232.hg.1,1,0.93501,-8.18E-02,-5.6135,MYOD1,myogenic differentiation 1,,,,
TC09001616.hg.1,1,0.935025,-8.18E-02,-5.6135,PIP5KL1,phosphatidylinositol-4-phosphate 5-kinase-like 1,,,,
TC08000809.hg.1,1,0.935025,-8.18E-02,-5.6135,LY6K,lymphocyte antigen 6 complex, locus K,,,
TC01002957.hg.1,1,0.935047,-8.18E-02,-5.6135,AMIGO1,adhesion molecule with Ig-like domain 1,,,,
TC19000821.hg.1,1,0.935051,-8.18E-02,-5.6135,MIR519E,microRNA 519e,,,,
